,asprin-1.2.0-dse-100-vguide_pguide_rdm-n1,asprin-1.2.0-dse-100-rnd-n1,asprin-1.2.0-dse-100-pguide-n1,asprin-1.2.0-dse-100-nosave-n1,asprin-1.2.0-dse-100-n1,asprin-1.2.0-dse-100-dissimilarityPositive-n1,asprin-1.2.0-dse-100-dissimilarityAllE-n1,asprin-1.2.0-dse-100-dynamic-n1,asprin-1.2.0-dse-100-dissimilarityAll-n1,asprin-1.2.0-dse-100-dissimilarityPositiveE-n1,asprin-1.2.0-dse-100-vguide_pguide-n1
2,0.021230099999999998,0.0059991666666666683,0.0074991333333333365,0.0054991666666666687,0.0054991333333333356,0.0081654666666666695,0.0081321000000000032,0.13751246666666664,0.0086653666666666688,0.0071991333333333357,0.020730166666666668
3,0.034427966666666664,0.0067324666666666692,0.0088655333333333367,0.0060990666666666683,0.0061656666666666691,0.009165366666666671,0.0091652666666666681,0.22149956666666668,0.010098366666666666,0.0081324000000000032,0.033294933333333346
4,0.047459300000000003,0.0075323666666666693,0.010298466666666667,0.0069655333333333352,0.0066989666666666687,0.010465133333333333,0.0101317,0.30675326666666675,0.011598233333333334,0.0089988000000000012,0.046026366666666638
5,0.060957166666666666,0.0081322333333333358,0.011765066666666666,0.0076987000000000028,0.0074322000000000034,0.0121315,0.011098200000000001,0.39350669999999993,0.013497966666666665,0.0099653333333333347,0.058890966666666662
6,0.074155166666666661,0.0086987666666666682,0.013331566666666664,0.0084651666666666694,0.0081654000000000032,0.013664433333333332,0.012164699999999999,0.48152666666666666,0.015564266666666665,0.010865266666666668,0.071622499999999992
7,0.089586166666666675,0.0093986666666666663,0.014598,0.0089984000000000001,0.0088985666666666682,0.015064166666666663,0.013264433333333332,0.57114630000000011,0.017863933333333335,0.011765166666666667,0.086520333333333324
8,0.10385053333333336,0.0100319,0.015997833333333336,0.0095983333333333355,0.0093651666666666692,0.016630533333333326,0.014364299999999998,0.66199940000000013,0.020430300000000002,0.012765033333333333,0.10051819999999999
9,0.12144780000000001,0.0105985,0.017430733333333333,0.010264966666666668,0.0099317666666666696,0.018230199999999992,0.015464066666666665,0.75491876666666657,0.023463233333333337,0.013731499999999999,0.11758250000000001
10,0.15880866666666668,0.011331633333333334,0.018897333333333328,0.010898233333333335,0.010798300000000002,0.020363166666666658,0.016697233333333332,0.84927120000000011,0.026795933333333334,0.014798033333333332,0.15437680000000004
11,0.17900583333333334,0.011898199999999999,0.020330533333333331,0.0113981,0.011431566666666667,0.022262833333333329,0.017830499999999996,0.94452326666666664,0.030195199999999988,0.015797966666666666,0.17407379999999997
12,0.20653506666666666,0.012498100000000002,0.021963599999999996,0.012131333333333333,0.012031366666666666,0.02666226666666666,0.019096999999999999,1.0419751333333331,0.033727966666666671,0.016831233333333331,0.20080309999999996
13,0.2218995,0.012898066666666668,0.023563433333333335,0.0125646,0.012631366666666666,0.029028333333333326,0.020230100000000004,1.1409601333333335,0.037727299999999998,0.017864500000000002,0.21556756666666671
14,0.23916353333333334,0.013631266666666666,0.025396633333333338,0.0130978,0.013197966666666667,0.031427933333333331,0.021529800000000002,1.2414449666666669,0.041926633333333331,0.018930999999999993,0.23243166666666673
15,0.25606089999999992,0.014597833333333332,0.026963100000000004,0.013730966666666669,0.013964566666666666,0.033727699999999999,0.022729533333333336,1.3429627666666668,0.046425799999999996,0.020064033333333335,0.24876249999999994
16,0.27062543333333328,0.015397666666666665,0.028862733333333331,0.014330800000000003,0.014697733333333332,0.03626056666666666,0.023862666666666667,1.4463136333333335,0.051158433333333336,0.021130466666666667,0.26282709999999998
17,0.29065590000000008,0.0161643,0.030595933333333335,0.015064000000000003,0.015297633333333335,0.039560066666666671,0.025062533333333342,1.5507644333333335,0.056191033333333341,0.022263633333333335,0.2821907666666667
18,0.30795343333333325,0.0167642,0.032395733333333329,0.015663866666666668,0.015797533333333332,0.042759666666666661,0.026395700000000008,1.6572816666666668,0.061523399999999999,0.023363533333333339,0.29912143333333324
19,0.33721563333333326,0.0173641,0.034162166666666667,0.016230433333333332,0.016563999999999999,0.045492633333333338,0.027528900000000005,1.7647319666666668,0.066989233333333342,0.02452996666666667,0.3278836666666668
20,0.37391003333333334,0.018230666666666666,0.035995300000000001,0.017030333333333331,0.017230566666666666,0.048258899999999993,0.029062033333333341,1.8740154666666666,0.072955033333333308,0.025596500000000001,0.36361156666666666
21,0.38794123333333347,0.018930633333333332,0.037928266666666675,0.017563566666666662,0.017797133333333336,0.050658533333333332,0.030428533333333337,1.9846984999999997,0.078987466666666645,0.026896366666666668,0.37707619999999992
22,0.40763823333333327,0.019663866666666665,0.039961433333333338,0.018263466666666665,0.018330433333333337,0.053324799999999999,0.03189496666666667,2.0974480999999998,0.085353233333333348,0.028162866666666668,0.39663999999999994
23,0.42680186666666653,0.020330399999999995,0.041927833333333338,0.018763433333333336,0.0190303,0.056191200000000018,0.033494733333333332,2.2120307333333331,0.091952233333333327,0.029329399999999999,0.41533726666666665
24,0.44179926666666686,0.021063666666666661,0.044027633333333337,0.019230000000000001,0.019530200000000001,0.058924199999999996,0.034861199999999995,2.3295793000000007,0.098917733333333327,0.030629166666666669,0.42970159999999996
25,0.46556223333333335,0.021663566666666668,0.045993866666666668,0.019796599999999998,0.020030199999999998,0.061557166666666677,0.036194233333333339,2.4485611999999999,0.10591656666666664,0.031829066666666662,0.45299793333333338
26,0.48015999999999992,0.022263433333333339,0.047993466666666665,0.020496433333333331,0.020730066666666661,0.064590033333333324,0.037527399999999995,2.5685429000000002,0.11321556666666667,0.033062266666666666,0.46749560000000007
27,0.49429103333333335,0.022996600000000002,0.050126600000000007,0.020896399999999996,0.021363266666666658,0.067189666666666675,0.038993833333333332,2.6910576999999996,0.12101436666666669,0.034362066666666663,0.48119356666666663
28,0.50945530000000006,0.023696466666666669,0.052293066666666665,0.02142963333333333,0.021896533333333325,0.069589366666666666,0.040593566666666671,2.8137054999999993,0.12891296666666666,0.035795199999999999,0.49579136666666651
29,0.5601141999999999,0.024429566666666666,0.054259533333333339,0.02206283333333333,0.022629733333333332,0.072588866666666654,0.042260066666666672,2.9381198666666668,0.13704503333333334,0.036995,0.54591743333333331
30,0.74838549999999993,0.025196133333333336,0.05645943333333333,0.022562766666666664,0.023196300000000003,0.075755099999999992,0.043893199999999986,3.0639340333333336,0.14547706666666665,0.0384947,0.73238920000000007
31,0.77518129999999996,0.025862733333333332,0.058592399999999996,0.023095966666666665,0.023829500000000003,0.078621199999999974,0.045459699999999992,3.1914147000000002,0.15404236666666668,0.039827933333333336,0.75805210000000023
32,0.81644180000000022,0.026595866666666673,0.060858733333333338,0.023729166666666666,0.024396066666666671,0.081220866666666669,0.047059333333333328,3.3205285666666677,0.16300759999999997,0.041294399999999995,0.79817933333333357
33,0.83133956666666675,0.027295866666666665,0.063058266666666668,0.024295799999999996,0.025062600000000004,0.084187066666666657,0.048759200000000016,3.4527418666666674,0.17220613333333337,0.042827499999999998,0.81241073333333325
34,0.85883563333333357,0.027862466666666665,0.065324566666666653,0.024962366666666663,0.025629233333333338,0.086986666666666629,0.05035906666666666,3.5854883666666657,0.18143803333333325,0.044194033333333348,0.8391067333333333
35,0.9087611999999996,0.028529000000000002,0.067690766666666666,0.025662299999999996,0.026295633333333335,0.08955296666666665,0.051859000000000002,3.7212346999999988,0.19123646666666666,0.045660500000000007,0.88826603333333332
36,0.92625870000000021,0.029162233333333339,0.070190299999999997,0.026528866666666661,0.02676226666666667,0.092819133333333304,0.053591966666666664,3.8578472666666666,0.20120170000000001,0.047160266666666659,0.90546346666666688
37,0.94242293333333349,0.029962166666666672,0.072423233333333351,0.027128766666666658,0.027462233333333339,0.096085566666666677,0.055291800000000009,3.9949930333333326,0.21140010000000004,0.048693333333333332,0.92119430000000024
38,0.97601783333333314,0.030628766666666671,0.074789733333333316,0.027728633333333325,0.028195500000000002,0.099118433333333353,0.05699153333333333,4.1335720333333335,0.22186526666666667,0.050226466666666657,0.95415606666666686
39,1.0828681666666669,0.031295366666666671,0.077022699999999986,0.0283618,0.028862133333333338,0.1021179,0.058791266666666675,4.2742506333333337,0.2326636,0.051759533333333323,1.0596398999999999
40,1.1167963666666665,0.031895266666666672,0.079522400000000007,0.029128399999999999,0.029395433333333335,0.10555073333333335,0.060557633333333319,4.4155956666666665,0.24376190000000006,0.053292600000000009,1.0929682666666667
41,1.138759733333333,0.032495200000000002,0.081921899999999978,0.029728266666666666,0.029962033333333343,0.10881700000000002,0.062423966666666671,4.5573742000000008,0.25516010000000006,0.054925533333333325,1.1143983333333334
42,1.1534242333333333,0.033195133333333335,0.084388266666666656,0.030394833333333336,0.03049526666666667,0.11228313333333334,0.064256933333333335,4.7023185999999999,0.26659169999999999,0.056692099999999995,1.1287960000000001
43,1.1769207333333331,0.033994999999999997,0.086854533333333331,0.030961433333333337,0.03116186666666667,0.11588249999999997,0.066189933333333326,4.8483298666666661,0.27852323333333329,0.05845849999999999,1.151826
44,1.2211475000000001,0.034628233333333334,0.089487433333333324,0.031594666666666667,0.031761833333333336,0.11948199999999999,0.068122899999999972,4.996373966666666,0.29075470000000003,0.060058266666666658,1.1950529333333328
45,1.2471769333333329,0.035294766666666665,0.092153700000000019,0.032294600000000007,0.032528433333333336,0.12301463333333335,0.070022466666666658,5.1450512000000002,0.30321950000000009,0.06175810000000001,1.2204823666666669
