,asprin-1.2.0-decision-100-rnd-n1,asprin-1.2.0-decision-100-dissimilarityPositive-n1,asprin-1.2.0-decision-100-n1,asprin-1.2.0-decision-100-dissimilarityAll-n1,asprin-1.2.0-decision-100-vguide_pguide-n1,asprin-1.2.0-decision-100-dissimilarityAllE-n1,asprin-1.2.0-decision-100-dynamic-n1,asprin-1.2.0-decision-100-nosave-n1,asprin-1.2.0-decision-100-pguide-n1,asprin-1.2.0-decision-100-vguide_pguide_rdm-n1,asprin-1.2.0-decision-100-dissimilarityPositiveE-n1
2,0.0015012662027682501,0.23951493790008249,0.00038905661305225006,0.27592078307814999,0.24539866733786667,0.23856016604008248,0.226457923212325,0.041580421730164997,0.226457923212325,0.28149157687089998,0.23856016604008248
3,0.0014249870016177499,0.20089563127609003,0.00051874215073624997,0.25067642373800003,0.23728536902636668,0.19188274130659,0.15125511984162501,0.037869484813397497,0.15125511984162501,0.27173340037952498,0.19188274130659
4,0.0016164619609519999,0.19331341658635751,0.00057966830554449995,0.23643114904794998,0.22740625636096667,0.18515729403560749,0.12614250786469999,0.051132745059995002,0.12614250786469999,0.25973558950932502,0.18515729403560749
5,0.0016184493605590001,0.18360794013641249,0.00069560196665325008,0.22850446636479999,0.22055243299490002,0.17460433070516251,0.1233429113940625,0.050085148633282499,0.1233429113940625,0.25205275129117499,0.17460433070516251
6,0.0015998402862810002,0.18088888675702,0.00077689188722949998,0.22253894123599999,0.21659368760690001,0.17134847033226999,0.11430195762963999,0.064373055349797495,0.11430195762963999,0.24745840749452502,0.17134847033226999
7,0.0015831743682895002,0.17623046686465749,0.00078764457459025005,0.2182788276614,0.21329185225616665,0.16629166932890752,0.10957447916766749,0.068248184603312501,0.10957447916766749,0.24388459437737497,0.16629166932890752
8,0.00162453541271725,0.1746849007141425,0.00080254588643624992,0.214808366452825,0.21095799336246665,0.16433302210464251,0.103895416381515,0.081370002474935005,0.103895416381515,0.24137463242997501,0.16433302210464251
9,0.0016022834018992499,0.17181192950312751,0.0008250206427097501,0.212179777340475,0.20895430487043332,0.16129980794121498,0.097890040148897503,0.096144143592330006,0.097890040148897503,0.23927378056807502,0.16129980794121498
10,0.0015794258516979999,0.17057087817691249,0.0008450215871147501,0.20988387266010003,0.2074598785656,0.16006548643509,0.092558876030442508,0.1032410446868825,0.092558876030442508,0.23744387343307502,0.16006548643509
11,0.0015794542414159999,0.16880402918472001,0.00085949295775749994,0.20805128811665002,0.2062364564542,0.15809783418144252,0.087380907020340001,0.1062455759370825,0.087380907020340001,0.23591246738389998,0.15809783418144252
12,0.00159042673454625,0.168025764145905,0.00087900515961575006,0.20641832822780001,0.20533619488120003,0.15716049944145499,0.083152080603287506,0.11300014295507999,0.083152080603287506,0.23494544859939998,0.15716049944145499
13,0.0015906294429277501,0.1666606809914975,0.00088903695516525001,0.20509819695112502,0.20430794357226664,0.15566349008084501,0.079207771970142504,0.1162858804504375,0.079207771970142504,0.23395595266470001,0.15566349008084501
14,0.0016093635175300001,0.16603999079078249,0.00090627305196275005,0.20393049930677498,0.20365959589673333,0.1549659827796,0.076035848971665002,0.11748493230387999,0.076035848971665002,0.23310434825839998,0.1549659827796
15,0.00160581358097025,0.16499990540298498,0.0009199143453455,0.20293920240817498,0.20291326690703335,0.15382197719162,0.072970885052442494,0.11779612336134501,0.072970885052442494,0.232334958136025,0.15382197719162
16,0.00161887265721725,0.16445205218112249,0.00092965232976924999,0.20201571191020001,0.20238017612366666,0.15323614274099248,0.070197698101852501,0.1191033739915475,0.070197698101852501,0.23169916402124999,0.15323614274099248
17,0.0016298767327695,0.16370467512266501,0.00094907478676125006,0.20120304177319998,0.20177260153240004,0.15349336992134749,0.068649261765772504,0.12293140298469749,0.068649261765772504,0.231054256410475,0.15349336992134749
