,asprin-1.2.0-decision-100-rnd-n1,asprin-1.2.0-decision-100-dissimilarityPositive-n1,asprin-1.2.0-decision-100-n1,asprin-1.2.0-decision-100-dissimilarityAll-n1,asprin-1.2.0-decision-100-vguide_pguide-n1,asprin-1.2.0-decision-100-dissimilarityAllE-n1,asprin-1.2.0-decision-100-dynamic-n1,asprin-1.2.0-decision-100-nosave-n1,asprin-1.2.0-decision-100-pguide-n1,asprin-1.2.0-decision-100-vguide_pguide_rdm-n1,asprin-1.2.0-decision-100-dissimilarityPositiveE-n1
2,0.625,0.66666666666700003,0.041666666666699999,0.66666666666700003,0.66666666666700003,0.66666666666700003,0.66666666666700003,0.33333333333300003,0.66666666666700003,0.66666666666700003,0.66666666666700003
3,0.58333333333299997,0.66666666666700003,0.041666666666699999,0.625,0.66666666666700003,0.58333333333299997,0.45833333333300003,0.041666666666699999,0.45833333333300003,0.66666666666700003,0.58333333333299997
4,0.5,0.66666666666700003,0.041666666666699999,0.54166666666700003,0.66666666666700003,0.041666666666699999,0.33333333333300003,0.041666666666699999,0.33333333333300003,0.66666666666700003,0.041666666666699999
5,0.5,0.66666666666700003,0.041666666666699999,0.33333333333300003,0.66666666666700003,0.041666666666699999,0.208333333333,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999
6,0.5,0.66666666666700003,0.041666666666699999,0.33333333333300003,0.66666666666700003,0.041666666666699999,0.208333333333,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999
7,0.5,0.66666666666700003,0.041666666666699999,0.33333333333300003,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
8,0.45833333333300003,0.66666666666700003,0.041666666666699999,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
9,0.375,0.66666666666700003,0.041666666666699999,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
10,0.33333333333300003,0.66666666666700003,0.041666666666699999,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
11,0.33333333333300003,0.66666666666700003,0.041666666666699999,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
12,0.33333333333300003,0.66666666666700003,0.041666666666699999,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
13,0.33333333333300003,0.66666666666700003,0.041666666666699999,0.25,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
14,0.33333333333300003,0.66666666666700003,0.041666666666699999,0.25,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
15,0.33333333333300003,0.66666666666700003,0.041666666666699999,0.25,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
16,0.33333333333300003,0.66666666666700003,0.041666666666699999,0.25,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
17,0.33333333333300003,0.66666666666700003,0.041666666666699999,0.25,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
18,0.33333333333300003,0.66666666666700003,0.041666666666699999,0.25,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
19,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
20,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
21,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
22,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
23,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
24,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
25,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
26,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
27,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
28,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
29,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
30,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
31,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
32,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
33,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
34,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
35,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
36,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
37,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
38,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
39,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
40,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
41,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
42,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
43,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
44,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
45,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
46,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
47,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
48,0.29166666666699997,0.66666666666700003,0.041666666666699999,0.208333333333,0.66666666666700003,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.041666666666699999,0.66666666666700003,0.041666666666699999
