,asprin-1.2.0-decision-100-rnd-n1,asprin-1.2.0-decision-100-n1,asprin-1.2.0-decision-100-dissimilarityAll-n1,asprin-1.2.0-decision-100-dissimilarityAllE-n1,asprin-1.2.0-decision-100-dynamic-n1,asprin-1.2.0-decision-100-nosave-n1,asprin-1.2.0-decision-100-pguide-n1,asprin-1.2.0-decision-100-dissimilarityPositiveE-n1
2,0.025950292397666667,0.024600764732333334,0.026315789473699999,0.026315789473699999,0.026315789473699999,0.025612910481333333,0.026315789473699999,0.026315789473699999
3,0.025392154412633334,0.0244924693024,0.025982572766200002,0.025856575198699997,0.025973201046333331,0.0249423118575,0.025973201046333331,0.025856575198699997
4,0.025240644940933334,0.024785075223666669,0.025743593908799999,0.025969035837466667,0.025524399793399998,0.025234917778766668,0.025524399793399998,0.025969035837466667
5,0.025122769530666667,0.025194619383200001,0.025520755235666662,0.025651959314233336,0.025087469385733335,0.025464524916266666,0.025087469385733335,0.025651959314233336
6,0.0250943419803,0.02515827793603333,0.025463796004733336,0.025651438663133335,0.025126414088399999,0.025495659852366667,0.025126414088399999,0.025651438663133335
7,0.025133613949400002,0.0252081414362,0.025434104015966668,0.025610679119433332,0.025091366831133333,0.025416996908233336,0.025091366831133333,0.025610679119433332
8,0.025187389770699998,0.025325622639233335,0.025511606651933333,0.025640690936733334,0.025131940427999998,0.025422017472466668,0.025131940427999998,0.025640690936733334
9,0.025116556427466668,0.025336357969166667,0.025518672631233332,0.025676082815433335,0.025051735364833332,0.025383216568666666,0.025051735364833332,0.025676082815433335
10,0.025225407218566667,0.025394931218499995,0.025549391046466668,0.025627280451833333,0.025157236633833333,0.025409925970333331,0.025157236633833333,0.025627280451833333
11,0.02526649763493333,0.02538798920376667,0.025531859303800003,0.025665164919566663,0.025199646032966667,0.025400257637100004,0.025199646032966667,0.025665164919566663
12,0.025279220454666667,0.025389645820933334,0.025526009078633335,0.025675057290566666,0.025252667248266664,0.025430540598666663,0.025252667248266664,0.025675057290566666
13,0.025279213172800002,0.025391874061999997,0.025457796501999998,0.025664775341433337,0.025281616177933331,0.025439453563033333,0.025281616177933331,0.025664775341433337
14,0.025308827349966669,0.025385448884100003,0.025414628231733336,0.025656576516933333,0.025302751179966668,0.025467013743000002,0.025302751179966668,0.025656576516933333
15,0.025291148098166665,0.025388465227633331,0.025379450525666664,0.025669646576066667,0.025302185901599997,0.025459154772,0.025302185901599997,0.025669646576066667
16,0.025275554597566668,0.025345243748033333,0.0253646380017,0.025638292222700001,0.025269905533066666,0.025463327418733334,0.025269905533066666,0.025638292222700001
17,0.025288276860433334,0.025365938098100001,0.025306239323599999,0.025650695969633333,0.025261769593866668,0.025465168073500005,0.025261769593866668,0.025650695969633333
18,0.025289085911433334,0.025378699154666669,0.025327185321733333,0.025633205665599998,0.025262726673099995,0.025447057582166668,0.025262726673099995,0.025633205665599998
19,0.025294619105533333,0.02538239905506667,0.025341623852700002,0.025631745263433332,0.025238900303033333,0.025435669883966668,0.025238900303033333,0.025631745263433332
20,0.025284785193600001,0.025368127734233331,0.025364888736333333,0.025615623347633332,0.025241773931733335,0.025426725646033332,0.025241773931733335,0.025615623347633332
21,0.0252634048321,0.025347095778366666,0.0253709118475,0.025604208169966669,0.025266394857033331,0.025409752419966666,0.025266394857033331,0.025604208169966669
22,0.025275704369266665,0.025343754144933336,0.025376237364533333,0.025598453961033333,0.025277651739633335,0.025394872617099998,0.025277651739633335,0.025598453961033333
23,0.025289123115199999,0.025337339934966664,0.025393953025566667,0.025586178236833332,0.025276923827666664,0.025408016779099998,0.025276923827666664,0.025586178236833332
24,0.025287933643533333,0.025343066068166668,0.0253950632677,0.025573839011433331,0.025279625862833333,0.025416409963033335,0.025279625862833333,0.025573839011433331
25,0.025294730177766667,0.025366975725166666,0.025404608387033335,0.025569509005166666,0.025289315406266666,0.025431078289266665,0.025289315406266666,0.025569509005166666
26,0.025297069102699996,0.025341303620666666,0.025413883986766667,0.025564119865733332,0.025282016678799996,0.0254316181644,0.025282016678799996,0.025564119865733332
27,0.025305931029533334,0.025343836210066667,0.025418035667566664,0.025549729247166666,0.025277433169066665,0.025435150403933331,0.025277433169066665,0.025549729247166666
28,0.0253344943688,0.025349056071099999,0.025419079512633336,0.025543696941533332,0.025281875549899999,0.025445450904333328,0.025281875549899999,0.025543696941533332
29,0.025349755972099999,0.025343392743566662,0.025418751220333335,0.025545454103366668,0.02528514650413333,0.025443942526533331,0.02528514650413333,0.025545454103366668
30,0.025341547125166664,0.025335220316566667,0.025414883526399996,0.025548019400133334,0.025290688488933333,0.025443027411666666,0.025290688488933333,0.025548019400133334
31,0.02534246750196667,0.025337610330966667,0.025412926712199999,0.025540301485866668,0.025282172744900005,0.025442089892166665,0.025282172744900005,0.025540301485866668
32,0.025342812223399999,0.025329711969766664,0.025417609632966669,0.025539945847566668,0.025292924190233334,0.025439905256966669,0.025292924190233334,0.025539945847566668
33,0.025352543513166667,0.02534004788663333,0.025420612728733333,0.025536025695933332,0.025300584899466665,0.025451869544499999,0.025300584899466665,0.025536025695933332
34,0.025351677269466664,0.025335088824099999,0.0254116273208,0.0255400137581,0.025303571334700001,0.025454766188333335,0.025303571334700001,0.0255400137581
35,0.025341482371933333,0.025337549924766667,0.025408092461766663,0.025542110681399999,0.025294545018499998,0.0254600280658,0.025294545018499998,0.025542110681399999
36,0.025344730534766668,0.025326235024100002,0.025413659782566666,0.025536265680033334,0.025294896786133333,0.025456368048966668,0.025294896786133333,0.025536265680033334
37,0.025345666366633334,0.025314643065633333,0.025421184229666664,0.025536341935000002,0.025292799171966668,0.025447873462,0.025292799171966668,0.025536341935000002
38,0.025341383894033332,0.025308887266400001,0.025419206051700002,0.025537870066933335,0.025291907967333337,0.025445183801566667,0.025291907967333337,0.025537870066933335
39,0.025335506729233334,0.025312408369633332,0.025408642400233331,0.025535820391366666,0.025297707880533333,0.025441715338899999,0.025297707880533333,0.025535820391366666
40,0.025324678029366665,0.025309062501200002,0.025407878075999996,0.025535966257966666,0.025299887026733334,0.025441852563133333,0.025299887026733334,0.025535966257966666
41,0.025316527934733334,0.025306146659633332,0.025405803090866666,0.025537113839433332,0.025308161960400002,0.025435750688466669,0.025308161960400002,0.025537113839433332
42,0.025306742233699997,0.025305367134266666,0.025398518329266668,0.025531082994333335,0.0253033570945,0.02543232618293333,0.0253033570945,0.025531082994333335
43,0.025312109061933333,0.025304615837366668,0.025398948823033337,0.025537632288266665,0.025307134335766663,0.025431647788166669,0.025307134335766663,0.025537632288266665
44,0.025311621904866671,0.02529665291036667,0.025396809451766669,0.025535189269366664,0.025307457796766668,0.025428253256166669,0.025307457796766668,0.025535189269366664
45,0.025304154909433333,0.025286831427199997,0.025394136042299998,0.0255368827981,0.025308282252700001,0.025422806563166669,0.025308282252700001,0.0255368827981
46,0.025294691543933333,0.0252936260956,0.025394034793133333,0.025531209004366662,0.025310775890299998,0.025417821757533331,0.025310775890299998,0.025531209004366662
47,0.025294240216666666,0.025282672225700003,0.025391014856166665,0.025530105281866666,0.025301776894266669,0.025412506524666662,0.025301776894266669,0.025530105281866666
48,0.025303211695066666,0.025288813476466665,0.025390933098066667,0.025533605348033329,0.025292020465700001,0.025407854258999999,0.025292020465700001,0.025533605348033329
49,0.025303943896000002,0.025297502166733335,0.025387277293066668,0.025534231067566665,0.025278984519533337,0.025407954579833334,0.025278984519533337,0.025534231067566665
50,0.025292680724999999,0.025290944087933333,0.025387497029099999,0.025530082328333332,0.025285843832200002,0.025409096612100002,0.025285843832200002,0.025530082328333332
51,0.025283290554200002,0.025287124996433333,0.025383275167400004,0.025530593704000001,0.025285458912900002,0.025406730193466665,0.025285458912900002,0.025530593704000001
