,asprin-1.2.0-decision-100-rnd-n1,asprin-1.2.0-decision-100-dissimilarityPositive-n1,asprin-1.2.0-decision-100-n1,asprin-1.2.0-decision-100-dissimilarityAll-n1,asprin-1.2.0-decision-100-dissimilarityAllE-n1,asprin-1.2.0-decision-100-dynamic-n1,asprin-1.2.0-decision-100-nosave-n1,asprin-1.2.0-decision-100-pguide-n1,asprin-1.2.0-decision-100-dissimilarityPositiveE-n1
28,0.31787513227500003,0.32455531135549998,0.32099047618999998,0.32235343915300002,0.32667822547850001,0.31894179894199998,0.32099047618999998,0.31894179894199998,0.32667822547850001
29,0.317186206897,0.32409382341799997,0.32091428571399999,0.32216748768499998,0.32589329291400004,0.31877044334999999,0.32091428571399999,0.31877044334999999,0.32589329291400004
30,0.317609195402,0.32358337754200001,0.32071356321799999,0.32218482758599998,0.32525524314800003,0.31863172413800001,0.32071356321799999,0.31863172413800001,0.32525524314800003
31,0.31822451612899999,0.32335867659200002,0.32068817204299999,0.32186494623700002,0.32590160463200002,0.31838279569900002,0.32068817204299999,0.31838279569900002,0.32590160463200002
32,0.318535483871,0.32261674937950002,0.320148387097,0.321903225806,0.32529205955349999,0.31792258064500001,0.320148387097,0.31792258064500001,0.32529205955349999
33,0.31875151515200001,0.32221386946399999,0.32013333333299998,0.32179999999999997,0.32485571095599997,0.31776363636400001,0.32013333333299998,0.31776363636400001,0.32485571095599997
34,0.31935543672,0.3217792403675,0.31980035650600003,0.32155151515199998,0.3246714383655,0.31811194295900003,0.31980035650600003,0.31811194295900003,0.3246714383655
35,0.31891899159699999,0.32155066580500002,0.31947831932800003,0.32111865546200002,0.32453522947650004,0.31785949579799999,0.31947831932800003,0.31785949579799999,0.32453522947650004
36,0.318963809524,0.3209212210015,0.319248253968,0.32102603174599997,0.32464000000000004,0.31809015873000002,0.319248253968,0.31809015873000002,0.32464000000000004
37,0.319827027027,0.32130662970650004,0.31901021020999998,0.32091771771799998,0.32451365211350003,0.31826546546500001,0.31901021020999998,0.31826546546500001,0.32451365211350003
38,0.31966770981499998,0.32078301783550001,0.31923072546199999,0.320732859175,0.3241745486375,0.31808364153599999,0.31923072546199999,0.31808364153599999,0.3241745486375
39,0.31950769230800002,0.3205413889755,0.31973657220000001,0.32044480431799999,0.32376073912600001,0.31833738191599997,0.31973657220000001,0.31833738191599997,0.32376073912600001
40,0.31952000000000003,0.3201634714005,0.31984410256399998,0.32016,0.32401136094650002,0.31798564102600002,0.31984410256399998,0.31798564102600002,0.32401136094650002
